player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_yds_per_att_idx,pass_net_yds_per_att_idx,pass_adj_yds_per_att_idx,pass_adj_net_yds_per_att_idx,pass_cmp_pct_idx,pass_td_pct_idx,pass_int_pct_idx,pass_sacked_pct_idx,pass_rating_idx,awards
ElwaJo00,John Elway,QB,1983,23,DEN,NFL,QB,11,10,86,83,81,79,71,84,85,90,75,
ElwaJo00,John Elway,QB,1984,24,DEN,NFL,QB,15,14,94,103,99,104,101,106,103,114,102,
ElwaJo00,John Elway,QB,1985,25,DEN,NFL,QB,16,16,87,94,92,96,94,95,104,113,94,
ElwaJo00,John Elway,QB,1986,26,DEN,NFL,QB,16,16,98,104,107,110,102,95,120,111,106,"PB,AP MVP-5,AP OPoY-5"
ElwaJo00,John Elway,QB,1987,27,DEN,NFL,QB,12,12,118,124,119,124,99,105,114,116,112,"PB,AP-2,AP MVP-1,AP OPoY-3"
ElwaJo00,John Elway,QB,1988,28,DEN,NFL,QB,15,15,93,97,94,96,101,92,101,109,96,
ElwaJo00,John Elway,QB,1989,29,DEN,NFL,QB,15,15,107,102,101,99,94,103,92,95,98,PB
ElwaJo00,John Elway,QB,1990,30,DEN,NFL,QB,16,16,100,97,103,101,108,89,112,94,103,
ElwaJo00,John Elway,QB,1991,31,DEN,NFL,QB,16,16,106,101,107,103,88,88,114,89,99,PB
ElwaJo00,John Elway,QB,1992,32,DEN,NFL,QB,12,12,105,96,91,86,92,94,72,80,86,
ElwaJo00,John Elway,QB,1993,33,DEN,NFL,QB,16,16,111,109,119,117,116,110,124,101,121,"PB,AP-2,AP MVP-4,AP OPoY-4"
ElwaJo00,John Elway,QB,1994,34,DEN,NFL,QB,14,14,107,100,110,105,113,93,117,85,110,PB
ElwaJo00,John Elway,QB,1995,35,DEN,NFL,QB,16,16,114,118,116,118,101,111,110,115,112,
ElwaJo00,John Elway,QB,1996,36,DEN,NFL,QB,15,15,111,113,113,114,116,121,102,109,117,"PB,AP-2,AP MVP-2,AP OPoY-3"
ElwaJo00,John Elway,QB,1997,37,DEN,NFL,QB,16,16,110,112,115,116,96,114,115,104,113,PB
ElwaJo00,John Elway,QB,1998,38,DEN,NFL,QB,13,12,120,124,120,123,109,122,106,114,119,PB
