player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
HakiAz00,Az-Zahir Hakim,WR,2001,24,STL,NFL,WR,16,1,1,1,100.0,51,1,100.0,0,0.0,1,100.0,51,51.0,71.00,51.0,3.2,158.3,0,0,0.00,51.00,71.00,0,0,
HakiAz00,Az-Zahir Hakim,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HakiAz00,Az-Zahir Hakim,WR,2003,26,DET,NFL,WR,14,12,1,1,100.0,21,0,0.0,0,0.0,1,100.0,21,21.0,21.00,21.0,1.5,118.7,0,0,0.00,21.00,21.00,0,0,
