player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
WilsMa00,Marc Wilson,QB,1983,26,RAI,NFL,QB,3,0,2,-6,0,0,0.0,-3,-3.0,-2.0,0.7,0,0,0,0,0.0,0.0,2,-3.0,-6,0,0,
WilsMa00,Marc Wilson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsMa00,Marc Wilson,QB,1985,28,RAI,NFL,QB,1,1,1,9,0,1,100.0,9,9.0,9.0,1.0,0,0,0,0,0.0,0.0,1,9.0,9,0,0,
