player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,awards
CoopAm00,Amari Cooper,WR,2018,24,2TM,NFL,WR,15,15,107,75,1005,53,590,7.9,415,5.5,9.7,2,37.5,6,5.6,3,109.8,2,20,1,3,1.5,17,8.5,1,2.0,PB
CoopAm00,Amari Cooper,WR,2018,24,OAK,NFL,WR,6,6,31,22,280,14,183,8.3,97,4.4,10.0,1,22.0,3,9.7,1,96.2,1,9,0,-5,-5.0,14,14.0,1,1.0,
CoopAm00,Amari Cooper,WR,2018,24,DAL,NFL,WR,9,9,76,53,725,39,407,7.7,318,6.0,9.6,1,53.0,3,3.9,2,115.3,1,11,1,8,8.0,3,3.0,0,,
CoopAm00,Amari Cooper,WR,2019,25,DAL,NFL,WR,16,16,119,79,1189,54,911,11.5,278,3.5,12.5,4,19.8,5,4.2,2,114.4,1,6,0,5,5.0,1,1.0,0,,PB
CoopAm00,Amari Cooper,WR,2020,26,DAL,NFL,WR,16,15,130,92,1114,54,701,7.6,413,4.5,8.8,5,18.4,3,2.3,4,96.8,6,14,1,9,1.5,5,0.8,0,,
CoopAm00,Amari Cooper,WR,2021,27,DAL,NFL,WR,15,14,104,68,865,45,630,9.3,235,3.5,11.0,4,17.0,3,2.9,0,116.9,0,0,0,0,,0,,0,,
CoopAm00,Amari Cooper,WR,2022,28,CLE,NFL,WR,17,17,132,78,1160,61,835,10.7,325,4.2,12.1,4,19.5,12,9.1,3,101.2,0,0,0,0,,0,,0,,
CoopAm00,Amari Cooper,WR,2023,29,CLE,NFL,WR,15,15,128,72,1250,50,979,13.6,271,3.8,14.3,2,36.0,7,5.5,6,83.1,0,0,0,0,,0,,0,,PB
CoopAm00,Amari Cooper,WR,2024,30,2TM,NFL,WR,14,10,85,44,547,25,436,9.9,111,2.5,12.3,1,44.0,12,14.1,2,77.9,0,0,0,0,,0,,0,,
CoopAm00,Amari Cooper,WR,2024,30,CLE,NFL,WR,6,6,53,24,250,11,193,8.0,57,2.4,12.1,1,24.0,10,18.9,1,64.2,0,0,0,0,,0,,0,,
CoopAm00,Amari Cooper,WR,2024,30,BUF,NFL,WR,8,4,32,20,297,14,243,12.2,54,2.7,12.6,0,,2,6.3,1,100.7,0,0,0,0,,0,,0,,
