player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,awards
JohnDi01,Diontae Johnson,WR,2019,23,PIT,NFL,WR,16,12,92,59,680,31,375,6.4,305,5.2,9.2,9,6.6,6,6.5,2,95.4,4,41,2,18,4.5,23,5.8,1,4.0,AP-2
JohnDi01,Diontae Johnson,WR,2020,24,PIT,NFL,WR,15,13,144,88,923,45,529,6.0,394,4.5,7.9,5,17.6,13,9.0,2,90.1,3,15,0,11,3.7,4,1.3,0,,
JohnDi01,Diontae Johnson,WR,2021,25,PIT,NFL,WR,16,14,169,107,1161,59,634,5.9,527,4.9,8.5,8,13.4,5,3.0,3,91.9,5,53,2,35,7.0,18,3.6,0,,PB
JohnDi01,Diontae Johnson,WR,2022,26,PIT,NFL,WR,17,17,147,86,882,45,647,7.5,235,2.7,10.2,8,10.8,7,4.8,6,58.8,7,25,1,19,2.7,6,0.9,0,,
JohnDi01,Diontae Johnson,WR,2023,27,PIT,NFL,WR,13,11,87,51,717,37,456,8.9,261,5.1,12.7,4,12.8,2,2.3,1,99.6,0,0,0,0,,0,,0,,
JohnDi01,Diontae Johnson,WR,2024,28,3TM,NFL,WR,12,8,67,33,375,21,284,8.6,91,2.8,10.9,1,33.0,3,4.5,5,50.3,2,6,1,6,3.0,0,0.0,0,,
JohnDi01,Diontae Johnson,WR,2024,28,CAR,NFL,WR,7,7,58,30,357,20,271,9.0,86,2.9,9.8,1,30.0,2,3.4,5,52.2,2,6,1,6,3.0,0,0.0,0,,
JohnDi01,Diontae Johnson,WR,2024,28,BAL,NFL,WR,4,1,5,1,6,0,5,5.0,1,1.0,24.2,0,,1,20.0,0,39.6,0,0,0,0,,0,,0,,
JohnDi01,Diontae Johnson,WR,2024,28,HOU,NFL,WR,1,0,4,2,12,1,8,4.0,4,2.0,9.5,0,,0,0.0,0,56.2,0,0,0,0,,0,,0,,
