player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,safety_md,awards
ReedAn00,Andre Reed,WR,1991,27,BUF,NFL,WR,3,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,
ReedAn00,Andre Reed,WR,,,,,,,,,,,,,,,,,,,,,
ReedAn00,Andre Reed,WR,1998,34,BUF,NFL,WR,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,
