player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_yds_per_att_idx,pass_net_yds_per_att_idx,pass_adj_yds_per_att_idx,pass_adj_net_yds_per_att_idx,pass_cmp_pct_idx,pass_td_pct_idx,pass_int_pct_idx,pass_sacked_pct_idx,pass_rating_idx,awards
RushCo00,Cooper Rush,QB,2022,29,DAL,NFL,QB,9,5,86,95,90,96,70,85,110,116,84,
RushCo00,Cooper Rush,QB,,,,,,,,,,,,,,,,,
RushCo00,Cooper Rush,QB,2024,31,DAL,NFL,QB,12,8,78,88,87,93,84,95,112,121,90,
RushCo00,Cooper Rush,QB,2025,32,BAL,NFL,QB,4,2,77,87,44,49,100,57,10,131,47,
