player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
TillPa00,Pat Tilley,WR,1976,23,STL,NFL,WR,13,5,15,146,0,17,9.7,0,0,0,0,553,
TillPa00,Pat Tilley,WR,1977,24,STL,NFL,WR,14,0,13,111,0,21,8.5,0,0,0,0,175,
TillPa00,Pat Tilley,WR,1978,25,STL,NFL,WR,16,16,2,8,0,4,4.0,0,0,0,0,940,
TillPa00,Pat Tilley,WR,,,,,,,,,,,,,,,,,,
TillPa00,Pat Tilley,WR,1985,32,STL,NFL,WR,16,16,1,-1,0,-1,-1.0,0,0,0,0,725,
