player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
KrafTu00,Tucker Kraft,TE,2023,23,GNB,TE,85,17,8,621,57%,0,0%,194,45%
KrafTu00,Tucker Kraft,TE,2024,24,GNB,TE,85,17,17,925,85%,0,0%,130,29%
KrafTu00,Tucker Kraft,TE,2025,25,GNB,TE,85,8,8,439,86%,0,0%,15,7%
