player_id,player_name,position,year_id,age,g,fantasy_pos,fantasy_points,vbd,fantasy_rank_pos,fantasy_rank_overall,games
WrigRa00,Randy Wright,QB,1984,23,8,QB,9,,58,,All 1984 Games
WrigRa00,Randy Wright,QB,1985,24,5,QB,18,,51,,All 1985 Games
WrigRa00,Randy Wright,QB,1986,25,16,QB,154,,15,78,All 1986 Games
WrigRa00,Randy Wright,QB,1987,26,9,QB,66,,30,,All 1987 Games
WrigRa00,Randy Wright,QB,1988,27,8,QB,60,,32,,All 1988 Games
