player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
FranBy00,Byron Franklin,WR,1983,25,BUF,NFL,WR,15,5,0,4,0,0,0,0,0,4,0,0,0,0,0,24,1.6,
FranBy00,Byron Franklin,WR,1984,26,BUF,NFL,WR,16,16,0,4,0,0,0,0,0,4,0,0,0,0,0,24,1.5,
FranBy00,Byron Franklin,WR,,,,,,,,,,,,,,,,,,,,,,,
FranBy00,Byron Franklin,WR,1986,28,SEA,NFL,WR,14,1,0,2,0,0,0,0,0,2,0,0,0,0,0,12,0.9,
