player_id,player_name,position,year,team,level,pos,voters
JameEd00,Edgerrin James,RB,1999,1st Tm,All-Conf.,,Pro Football Writers
JameEd00,Edgerrin James,RB,1999,1st Tm,,RB,Associated Press
JameEd00,Edgerrin James,RB,1999,1st Tm,,,Pro Football Writers
JameEd00,Edgerrin James,RB,1999,1st Tm,,,Sporting News
JameEd00,Edgerrin James,RB,2000,1st Tm,All-Conf.,,Pro Football Writers
JameEd00,Edgerrin James,RB,2000,2nd Tm,,RB,Associated Press
JameEd00,Edgerrin James,RB,2000,1st Tm,,,Sporting News
JameEd00,Edgerrin James,RB,2004,1st Tm,All-Conf.,,Pro Football Writers
JameEd00,Edgerrin James,RB,2004,2nd Tm,,RB,Associated Press
JameEd00,Edgerrin James,RB,2004,1st Tm,,,Sporting News
JameEd00,Edgerrin James,RB,2005,1st Tm,All-Conf.,,Pro Football Writers
