player_id,player_name,position,year_id,team_name_abbr,age,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
WorlTi00,Tim Worley,RB,1992,Did not play - Violation of league substance abuse policy,,,,,,,,,,,,,,,,
WorlTi00,Tim Worley,RB,1993,2TM,27,NFL,RB,15,3,0,0,0,0,6,121,0,26,20.2,653,
WorlTi00,Tim Worley,RB,1993,PIT,27,NFL,RB,5,0,0,0,0,0,4,85,0,26,21.3,131,
WorlTi00,Tim Worley,RB,1993,CHI,27,NFL,RB,10,3,0,0,0,0,2,36,0,24,18.0,522,
WorlTi00,Tim Worley,RB,1994,CHI,28,NFL,RB,5,0,0,0,0,0,4,52,0,25,13.0,77,
