player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
SmitTo02,Torrey Smith,WR,2011,22,BAL,NFL,WR,2,1,9,4,91,22.8,1,3,33.3,42,2.0,45.5,44.4,10.1,0,0,0,0,,,0.0,0.0,4,22.8,91,1,0,
SmitTo02,Torrey Smith,WR,2012,23,BAL,NFL,WR,4,4,25,11,233,21.2,2,9,44.0,59,2.8,58.3,44.0,9.3,1,0,0,0,0.0,0.0,0.0,0.3,12,19.4,233,2,0,
SmitTo02,Torrey Smith,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitTo02,Torrey Smith,WR,2014,25,BAL,NFL,WR,2,2,12,5,90,18.0,1,4,41.7,35,2.5,45.0,41.7,7.5,0,0,0,0,,,0.0,0.0,5,18.0,90,1,0,
SmitTo02,Torrey Smith,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitTo02,Torrey Smith,WR,2017,28,PHI,NFL,WR,3,3,20,13,157,12.1,1,8,60.0,41,4.3,52.3,65.0,7.9,0,0,0,0,,,0.0,0.0,13,12.1,157,1,0,
