player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
SwanLy00,Lynn Swann,WR,1974,22,PIT,NFL,WR,3,0,,5,77,15.4,1,,,35,1.7,25.7,,,3,17,0,,25,5.7,5.7,1.0,8,11.8,94,1,2,
SwanLy00,Lynn Swann,WR,1975,23,PIT,NFL,WR,3,3,,8,221,27.6,1,,,64,2.7,73.7,,,0,0,0,,,,0.0,0.0,8,27.6,221,1,1,SB MVP
SwanLy00,Lynn Swann,WR,1976,24,PIT,NFL,WR,2,2,,8,135,16.9,2,,,30,4.0,67.5,,,0,0,0,,,,0.0,0.0,8,16.9,135,2,0,
SwanLy00,Lynn Swann,WR,1977,25,PIT,NFL,WR,1,1,,1,6,6.0,0,,,6,1.0,6.0,,,0,0,0,,,,0.0,0.0,1,6.0,6,0,0,
SwanLy00,Lynn Swann,WR,1978,26,PIT,NFL,WR,3,3,25,13,274,21.1,3,12,52.0,38,4.3,91.3,52.0,11.0,0,0,0,0,,,0.0,0.0,13,21.1,274,3,0,
SwanLy00,Lynn Swann,WR,1979,27,PIT,NFL,WR,3,3,18,12,180,15.0,2,8,61.1,47,4.0,60.0,66.7,10.0,0,0,0,0,,,0.0,0.0,12,15.0,180,2,0,
SwanLy00,Lynn Swann,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwanLy00,Lynn Swann,WR,1982,30,PIT,NFL,WR,1,1,3,1,14,14.0,0,1,33.3,14,1.0,14.0,33.3,4.7,0,0,0,0,,,0.0,0.0,1,14.0,14,0,0,
