player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
BrunMa00,Mark Brunell,QB,1994,24,GNB,NFL,QB,1,0,,3,11,27.3,25,0,0.0,0,0.0,2,18.2,16,2.3,2.27,8.3,25.0,39.6,0,0,0.00,2.27,2.27,0,0,
BrunMa00,Mark Brunell,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrunMa00,Mark Brunell,QB,1996,26,JAX,NFL,QB,3,3,2-1-0,56,100,56.0,674,3,3.0,4,4.0,36,41.9,47,6.7,5.54,12.0,224.7,70.2,5,21,4.76,6.22,5.08,1,1,
BrunMa00,Mark Brunell,QB,1997,27,JAX,NFL,QB,1,1,0-1-0,18,32,56.3,203,0,0.0,1,3.1,9,34.3,37,6.3,4.94,11.3,203.0,62.4,3,16,8.57,5.34,4.06,0,0,
BrunMa00,Mark Brunell,QB,1998,28,JAX,NFL,QB,2,2,1-1-0,26,65,40.0,317,4,6.2,3,4.6,17,34.3,52,4.9,4.03,12.2,158.5,57.0,2,13,2.99,4.54,3.72,0,0,
BrunMa00,Mark Brunell,QB,1999,29,JAX,NFL,QB,2,2,1-1-0,24,47,51.1,331,3,6.4,2,4.3,16,42.3,41,7.0,6.40,13.8,165.5,77.5,5,24,9.62,5.90,5.33,0,0,
BrunMa00,Mark Brunell,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrunMa00,Mark Brunell,QB,2005,35,WAS,NFL,QB,2,2,1-1-0,29,52,55.8,283,1,1.9,1,1.9,11,30.4,52,5.4,4.96,9.8,141.5,69.6,4,28,7.14,4.55,4.11,0,0,
BrunMa00,Mark Brunell,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrunMa00,Mark Brunell,QB,2009,39,NOR,NFL,QB,3,0,,0,0,,0,0,,,,0,,,,,,0.0,,,,,,,0,0,
