player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
AlleJo02,Josh Allen,QB,2019,23,BUF,NFL,QB,1,1,24,46,412,9.0,105,4.4,2.3,159,6.6,0,3,1,4,9.5,9,21.4,31,73.8,2.3,19,2,8,13,26.0,1,18.0,6,108,4,63,2,45,10,111,
AlleJo02,Josh Allen,QB,2020,24,BUF,NFL,QB,3,3,77,120,1082,9.0,522,6.8,4.4,295,3.8,1,7,0,7,6.2,21,18.6,84,74.3,2.7,38,10,11,29,21.2,9,10.6,24,167,17,137,7,30,32,208,
AlleJo02,Josh Allen,QB,2021,25,BUF,NFL,QB,2,2,48,62,528,8.5,412,8.6,6.6,225,4.7,1,0,0,2,3.2,8,12.9,54,87.1,2.6,16,3,1,6,8.7,5,11.6,19,157,13,119,5,38,14,170,
AlleJo02,Josh Allen,QB,2022,26,BUF,NFL,QB,2,2,48,81,990,12.2,435,9.1,5.4,181,3.8,4,4,0,2,2.6,16,20.8,54,70.1,2.7,30,8,11,27,28.1,7,5.6,10,72,8,63,2,9,8,54,
AlleJo02,Josh Allen,QB,2023,27,BUF,NFL,QB,2,2,47,69,437,6.3,107,2.3,1.6,282,6.0,2,2,0,7,10.4,8,11.9,57,85.1,2.3,23,4,3,9,11.4,8,12.6,14,87,12,72,2,15,3,14,
AlleJo02,Josh Allen,QB,2024,28,BUF,NFL,QB,3,3,58,82,674,8.2,314,5.4,3.8,322,5.6,1,5,0,3,3.9,12,15.6,65,84.4,2.2,27,2,10,17,18.5,5,7.4,10,40,8,33,1,7,23,123,
