player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
BrisBu00,Bubby Brister,QB,1986,24,PIT,NFL,QB,2,2,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,,,,,,,,,,,,,,,,,,,,,,,,
BrisBu00,Bubby Brister,QB,1988,26,PIT,NFL,QB,13,13,0,0,0,0,,0,8,2,0,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,1989,27,PIT,NFL,QB,14,14,0,0,0,0,,0,4,1,0,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,1990,28,PIT,NFL,QB,16,16,0,0,0,0,,0,9,4,-28,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,1991,29,PIT,NFL,QB,8,8,0,0,0,0,,0,4,2,0,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,1992,30,PIT,NFL,QB,6,4,0,0,0,0,,0,2,2,-2,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,1993,31,PHI,NFL,QB,10,8,0,0,0,0,,0,3,0,0,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,,,,,,,,,,,,,,,,,,,,,,,,
BrisBu00,Bubby Brister,QB,1995,33,NYJ,NFL,QB,9,4,0,0,0,0,,0,4,3,-9,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,,,,,,,,,,,,,,,,,,,,,,,,
BrisBu00,Bubby Brister,QB,1998,36,DEN,NFL,QB,7,4,0,0,0,0,,0,2,1,-1,0,0.0,0,0,0,,0,
BrisBu00,Bubby Brister,QB,,,,,,,,,,,,,,,,,,,,,,,,
BrisBu00,Bubby Brister,QB,2000,38,MIN,NFL,QB,2,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
