player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
ClayMa00,Mark Clayton,WR,1983,22,MIA,NFL,WR,1,0,1,24,0,24,24.0,0,0,0,0,24,
ClayMa00,Mark Clayton,WR,,,,,,,,,,,,,,,,,,
ClayMa00,Mark Clayton,WR,1990,29,MIA,NFL,WR,2,2,1,3,0,3,3.0,0,0,0,0,151,
