player_id,player_name,position,year_id,team_name_abbr,age,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
BarnGa01,Gary Barnidge,TE,2011,Did not play - Injured (broken ankle),,,,,,,,,,,,,,,,,,,,,,
BarnGa01,Gary Barnidge,TE,2012,CAR,27,NFL,TE,16,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.4,
BarnGa01,Gary Barnidge,TE,2013,CLE,28,NFL,TE,16,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12,0.8,
BarnGa01,Gary Barnidge,TE,,,,,,,,,,,,,,,,,,,,,,,,
BarnGa01,Gary Barnidge,TE,2015,CLE,30,NFL,TE,16,13,0,9,0,0,0,0,0,9,0,0,0,0,0,0,54,3.4,PB
BarnGa01,Gary Barnidge,TE,2016,CLE,31,NFL,TE,16,16,0,2,0,0,0,0,0,2,1,0,0,0,0,0,14,0.9,
