player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
DebeSt00,Steve DeBerg,QB,1978,24,SFO,NFL,QB,12,11,15,20,1,4,33.3,7,1.3,1.7,1.3,0,0,0,0,0,0.0,0.0,15,1.3,20,1,9,
DebeSt00,Steve DeBerg,QB,1979,25,SFO,NFL,QB,16,15,17,10,0,3,17.6,8,0.6,0.6,1.1,0,0,0,0,0,0.0,0.0,17,0.6,10,0,6,
DebeSt00,Steve DeBerg,QB,1980,26,SFO,NFL,QB,11,9,6,4,0,0,16.7,7,0.7,0.4,0.5,0,0,0,0,0,0.0,0.0,6,0.7,4,0,4,
DebeSt00,Steve DeBerg,QB,1981,27,DEN,NFL,QB,14,1,9,40,0,3,55.6,11,4.4,2.9,0.6,0,0,0,0,0,0.0,0.0,9,4.4,40,0,2,
DebeSt00,Steve DeBerg,QB,1982,28,DEN,NFL,QB,9,5,8,27,1,4,50.0,6,3.4,3.0,0.9,0,0,0,0,0,0.0,0.0,8,3.4,27,1,4,
DebeSt00,Steve DeBerg,QB,1983,29,DEN,NFL,QB,10,5,13,28,1,4,38.5,11,2.2,2.8,1.3,0,0,0,0,0,0.0,0.0,13,2.2,28,1,5,
DebeSt00,Steve DeBerg,QB,1984,30,TAM,NFL,QB,16,13,28,59,2,5,25.0,14,2.1,3.7,1.8,0,0,0,0,0,0.0,0.0,28,2.1,59,2,15,
DebeSt00,Steve DeBerg,QB,1985,31,TAM,NFL,QB,11,11,9,28,0,2,33.3,13,3.1,2.5,0.8,0,0,0,0,0,0.0,0.0,9,3.1,28,0,3,
DebeSt00,Steve DeBerg,QB,1986,32,TAM,NFL,QB,16,2,2,1,1,1,50.0,1,0.5,0.1,0.1,0,0,0,0,0,0.0,0.0,2,0.5,1,1,2,
DebeSt00,Steve DeBerg,QB,1987,33,TAM,NFL,QB,12,8,8,-8,0,0,0.0,,-1.0,-0.7,0.7,0,0,0,0,0,0.0,0.0,8,-1.0,-8,0,7,
DebeSt00,Steve DeBerg,QB,1988,34,KAN,NFL,QB,13,11,18,30,1,7,44.4,13,1.7,2.3,1.4,0,0,0,0,0,0.0,0.0,18,1.7,30,1,1,
DebeSt00,Steve DeBerg,QB,1989,35,KAN,NFL,QB,12,10,14,-8,0,1,7.1,15,-0.6,-0.7,1.2,0,0,0,0,0,0.0,0.0,14,-0.6,-8,0,4,
DebeSt00,Steve DeBerg,QB,1990,36,KAN,NFL,QB,16,16,21,-5,0,1,4.8,6,-0.2,-0.3,1.3,0,0,0,0,0,0.0,0.0,21,-0.2,-5,0,9,AP MVP-6
DebeSt00,Steve DeBerg,QB,1991,37,KAN,NFL,QB,16,15,21,-15,0,0,0.0,,-0.7,-0.9,1.3,0,0,0,0,0,0.0,0.0,21,-0.7,-15,0,6,
DebeSt00,Steve DeBerg,QB,1992,38,TAM,NFL,QB,6,2,3,3,0,0,33.3,4,1.0,0.5,0.5,0,0,0,0,0,0.0,0.0,3,1.0,3,0,2,
DebeSt00,Steve DeBerg,QB,1993,39,2TM,NFL,QB,8,5,4,-4,0,0,0.0,-1,-1.0,-0.5,0.5,0,0,0,0,0,0.0,0.0,4,-1.0,-4,0,2,
DebeSt00,Steve DeBerg,QB,1993,39,MIA,NFL,QB,5,4,4,-4,0,0,0.0,-1,-1.0,-0.8,0.8,0,0,0,0,0,0.0,0.0,4,-1.0,-4,0,1,
DebeSt00,Steve DeBerg,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebeSt00,Steve DeBerg,QB,1998,44,ATL,NFL,QB,8,1,8,-10,0,1,12.5,2,-1.3,-1.3,1.0,0,0,0,0,0,0.0,0.0,8,-1.3,-10,0,2,
