player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
KelcTr00,Travis Kelce,TE,2015,26,KAN,NFL,TE,2,2,19,14,151,10.8,0,7,52.6,48,7.0,75.5,73.7,7.9,0,0,0,0,,,,0.0,0.0,14,10.8,151,0,0,
KelcTr00,Travis Kelce,TE,2016,27,KAN,NFL,TE,1,1,7,5,77,15.4,0,3,57.1,24,5.0,77.0,71.4,11.0,0,0,0,0,,,,0.0,0.0,5,15.4,77,0,0,
KelcTr00,Travis Kelce,TE,2017,28,KAN,NFL,TE,1,1,4,4,66,16.5,1,3,100.0,27,4.0,66.0,100.0,16.5,0,0,0,0,,,,0.0,0.0,4,16.5,66,1,0,
KelcTr00,Travis Kelce,TE,2018,29,KAN,NFL,TE,2,2,15,10,131,13.1,1,7,60.0,30,5.0,65.5,66.7,8.7,0,0,0,0,,,,0.0,0.0,10,13.1,131,1,0,
KelcTr00,Travis Kelce,TE,2019,30,KAN,NFL,TE,3,3,22,19,207,10.9,4,13,72.7,28,6.3,69.0,86.4,9.4,1,2,0,1,100.0,2,2.0,0.7,0.3,20,10.5,209,4,0,
KelcTr00,Travis Kelce,TE,2020,31,KAN,NFL,TE,3,3,40,31,360,11.6,3,19,70.0,33,10.3,120.0,77.5,9.0,0,0,0,0,,,,0.0,0.0,31,11.6,360,3,0,
KelcTr00,Travis Kelce,TE,2021,32,KAN,NFL,TE,3,3,27,23,299,13.0,3,17,74.1,48,7.7,99.7,85.2,11.1,0,0,0,0,,,,0.0,0.0,23,13.0,299,3,0,
KelcTr00,Travis Kelce,TE,2022,33,KAN,NFL,TE,3,3,31,27,257,9.5,4,15,74.2,22,9.0,85.7,87.1,8.3,0,0,0,0,,,,0.0,0.0,27,9.5,257,4,1,
KelcTr00,Travis Kelce,TE,2023,34,KAN,NFL,TE,4,4,37,32,355,11.1,3,19,75.7,29,8.0,88.8,86.5,9.6,1,5,0,1,100.0,5,5.0,1.3,0.3,33,10.9,360,3,0,
KelcTr00,Travis Kelce,TE,2024,35,KAN,NFL,TE,3,3,18,13,175,13.5,1,7,61.1,49,4.3,58.3,72.2,9.7,0,0,0,0,,,,0.0,0.0,13,13.5,175,1,0,
