player_id,player_name,position,year,team,level,pos,voters
KelcTr00,Travis Kelce,TE,2016,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2016,1st Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2016,1st Tm,,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2016,1st Tm,,TE,Pro Football Focus
KelcTr00,Travis Kelce,TE,2016,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2017,2nd Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2017,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2018,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2018,1st Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2018,1st Tm,,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2018,2nd Tm,,TE,Pro Football Focus
KelcTr00,Travis Kelce,TE,2019,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2019,2nd Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2019,2nd Tm,,TE,Pro Football Focus
KelcTr00,Travis Kelce,TE,2019,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2020,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2020,1st Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2020,1st Tm,,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2020,1st Tm,,TE,Pro Football Focus
KelcTr00,Travis Kelce,TE,2020,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2021,2nd Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2021,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2022,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2022,1st Tm,,TE,Associated Press
KelcTr00,Travis Kelce,TE,2022,1st Tm,,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2022,1st Tm,,TE,NFL Players Assoc.
KelcTr00,Travis Kelce,TE,2022,1st Tm,,TE,Pro Football Focus
KelcTr00,Travis Kelce,TE,2022,1st Tm,,TE,Sporting News
KelcTr00,Travis Kelce,TE,2023,1st Tm,All-Conf.,TE,Pro Football Writers
KelcTr00,Travis Kelce,TE,2023,1st Tm,,TE,NFL Players Assoc.
