player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MinsGa00,Gardner Minshew II,QB,2019,23,JAX,NFL,QB,14,12,67,344,0,20,43.3,21,5.1,24.6,4.8,0,0,0,,0,0,,0.0,0.0,,,67,5.1,344,0,12,
MinsGa00,Gardner Minshew II,QB,2020,24,JAX,NFL,QB,9,8,29,153,1,10,55.2,16,5.3,17.0,3.2,1,1,0,0.0,0,0,0.0,0.1,0.0,100.0,0.0,30,5.1,153,1,5,
MinsGa00,Gardner Minshew II,QB,2021,25,PHI,NFL,QB,4,2,9,21,0,2,55.6,9,2.3,5.3,2.3,0,0,0,,0,0,,0.0,0.0,,,9,2.3,21,0,1,
MinsGa00,Gardner Minshew II,QB,2022,26,PHI,NFL,QB,5,2,7,3,1,1,14.3,3,0.4,0.6,1.4,0,0,0,,0,0,,0.0,0.0,,,7,0.4,3,1,4,
MinsGa00,Gardner Minshew II,QB,2023,27,IND,NFL,QB,17,13,34,100,3,7,29.4,23,2.9,5.9,2.0,0,0,0,,0,0,,0.0,0.0,,,34,2.9,100,3,8,PB
MinsGa00,Gardner Minshew II,QB,2024,28,LVR,NFL,QB,10,9,19,58,0,5,36.8,11,3.1,5.8,1.9,0,0,0,,0,0,,0.0,0.0,,,19,3.1,58,0,6,
MinsGa00,Gardner Minshew II,QB,2025,29,KAN,NFL,QB,2,0,5,-6,0,0,0.0,-1,-1.2,-3.0,2.5,0,0,0,,0,0,,0.0,0.0,,,5,-1.2,-6,0,0,
