player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
AkerCa00,Cam Akers,RB,2020,21,LAR,NFL,RB,13,5,145,625,2,26,49.0,61,4.3,48.1,11.2,14,11,123,11.2,1,4,42.9,38,0.8,9.5,78.6,8.8,156,4.8,748,3,1,4,
AkerCa00,Cam Akers,RB,2021,22,LAR,NFL,RB,1,0,5,3,0,0,0.0,2,0.6,3.0,5.0,3,3,10,3.3,0,0,0.0,6,3.0,10.0,100.0,3.3,8,1.6,13,0,0,0,
AkerCa00,Cam Akers,RB,2022,23,LAR,NFL,RB,15,9,188,786,7,39,52.7,42,4.2,52.4,12.5,18,13,117,9.0,0,8,50.0,18,0.9,7.8,72.2,6.5,201,4.5,903,7,2,6,
AkerCa00,Cam Akers,RB,2023,24,2TM,NFL,RB,7,1,60,167,2,12,35.0,19,2.8,23.9,8.6,12,11,70,6.4,0,2,50.0,30,1.6,10.0,91.7,5.8,71,3.3,237,2,0,1,
AkerCa00,Cam Akers,RB,2023,24,LAR,NFL,RB,1,1,22,29,1,4,27.3,12,1.3,29.0,22.0,0,0,0,,0,0,,,0.0,0.0,,,22,1.3,29,1,0,0,
AkerCa00,Cam Akers,RB,2023,24,MIN,NFL,RB,6,0,38,138,1,8,39.5,19,3.6,23.0,6.3,12,11,70,6.4,0,2,50.0,30,1.8,11.7,91.7,5.8,49,4.2,208,1,0,1,
AkerCa00,Cam Akers,RB,2024,25,2TM,NFL,RB,17,2,104,444,2,21,38.5,58,4.3,26.1,6.1,18,14,68,4.9,3,4,33.3,9,0.8,4.0,77.8,3.8,118,4.3,512,5,1,3,AP CPoY-19
AkerCa00,Cam Akers,RB,2024,25,HOU,NFL,RB,5,2,40,147,1,5,30.0,15,3.7,29.4,8.0,7,4,16,4.0,1,1,14.3,8,0.8,3.2,57.1,2.3,44,3.7,163,2,1,1,
AkerCa00,Cam Akers,RB,2024,25,MIN,NFL,RB,12,0,64,297,1,16,43.8,58,4.6,24.8,5.3,11,10,52,5.2,2,3,45.5,9,0.8,4.3,90.9,4.7,74,4.7,349,3,0,2,
AkerCa00,Cam Akers,RB,2025,26,MIN,NFL,RB,3,0,5,19,0,1,40.0,14,3.8,6.3,1.7,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,5,3.8,19,0,0,,
