player_id,player_name,position,year,team,level,pos,voters
SharSt00,Sterling Sharpe,WR,1989,1st Tm,All-Conf.,,Pro Football Weekly
SharSt00,Sterling Sharpe,WR,1989,1st Tm,All-Conf.,,UPI
SharSt00,Sterling Sharpe,WR,1989,1st Tm,,WR,Associated Press
SharSt00,Sterling Sharpe,WR,1989,1st Tm,,,Pro Football Writers
SharSt00,Sterling Sharpe,WR,1989,1st Tm,,,Newspaper Ent. Assoc.
SharSt00,Sterling Sharpe,WR,1989,1st Tm,,,Pro Football Weekly
SharSt00,Sterling Sharpe,WR,1989,1st Tm,,,Sporting News
SharSt00,Sterling Sharpe,WR,1990,2nd Tm,All-Conf.,,UPI
SharSt00,Sterling Sharpe,WR,1990,2nd Tm,,,Newspaper Ent. Assoc.
SharSt00,Sterling Sharpe,WR,1992,1st Tm,All-Conf.,,Pro Football Writers
SharSt00,Sterling Sharpe,WR,1992,1st Tm,All-Conf.,,UPI
SharSt00,Sterling Sharpe,WR,1992,1st Tm,,WR,Associated Press
SharSt00,Sterling Sharpe,WR,1992,1st Tm,,,Pro Football Writers
SharSt00,Sterling Sharpe,WR,1992,1st Tm,,,Newspaper Ent. Assoc.
SharSt00,Sterling Sharpe,WR,1992,1st Tm,,,Sporting News
SharSt00,Sterling Sharpe,WR,1993,1st Tm,All-Conf.,,Pro Football Writers
SharSt00,Sterling Sharpe,WR,1993,1st Tm,All-Conf.,,UPI
SharSt00,Sterling Sharpe,WR,1993,1st Tm,,WR,Associated Press
SharSt00,Sterling Sharpe,WR,1993,1st Tm,,,Pro Football Writers
SharSt00,Sterling Sharpe,WR,1993,1st Tm,,,Sporting News
SharSt00,Sterling Sharpe,WR,1994,2nd Tm,All-Conf.,,UPI
