player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
CookBr00,Brandin Cooks,WR,2018,25,LAR,NFL,WR,3,3,27,19,292,14,218,11.5,74,3.9,13.5,0,1,3.7,1,90.4,1,5,1,5,5.0,0,0.0,0,
CookBr00,Brandin Cooks,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CookBr00,Brandin Cooks,WR,2023,30,DAL,NFL,WR,1,1,8,6,47,4,46,7.7,1,0.2,11.6,0,0,0.0,1,49.5,1,6,0,5,5.0,1,1.0,0,
