player_id,player_name,position,year_id,team_name_abbr,age,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
JackBo00,Bo Jackson,RB,1986,Did not play - Did not sign,,,,,,,,,,,,,,,,,,,,
JackBo00,Bo Jackson,RB,1987,RAI,25,NFL,FB,7,5,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,AP ORoY-2
JackBo00,Bo Jackson,RB,1988,RAI,26,NFL,FB,10,9,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0,
JackBo00,Bo Jackson,RB,1989,RAI,27,NFL,RB,11,9,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
JackBo00,Bo Jackson,RB,1990,RAI,28,NFL,RB,10,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,PB
