player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
BerrBe00,Bernard Berrian,WR,2005,25,CHI,NFL,WR,1,0,6,5,68,13.6,0,4,83.3,17,5.0,68.0,83.3,11.3,0,0,0,0,0.0,0.0,5,13.6,68,0,0,
BerrBe00,Bernard Berrian,WR,2006,26,CHI,NFL,WR,3,3,26,14,228,16.3,2,9,46.2,68,4.7,76.0,53.8,8.8,0,0,0,0,0.0,0.0,14,16.3,228,2,0,
BerrBe00,Bernard Berrian,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BerrBe00,Bernard Berrian,WR,2008,28,MIN,NFL,WR,1,1,7,2,36,18.0,0,2,28.6,27,2.0,36.0,28.6,5.1,0,0,0,0,0.0,0.0,2,18.0,36,0,0,
BerrBe00,Bernard Berrian,WR,2009,29,MIN,NFL,WR,2,2,18,12,134,11.2,0,8,55.6,30,6.0,67.0,66.7,7.4,0,0,0,0,0.0,0.0,12,11.2,134,0,1,
