player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
ChanWe00,Wes Chandler,WR,1978,22,NOR,NFL,WR,16,5,0,2,0,0,0,0,0,2,0,0,0,0,0,12,0.8,
ChanWe00,Wes Chandler,WR,1979,23,NOR,NFL,WR,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,36,2.3,PB
ChanWe00,Wes Chandler,WR,1980,24,NOR,NFL,WR,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,36,2.3,
ChanWe00,Wes Chandler,WR,1981,25,2TM,NFL,WR,16,15,0,6,0,0,0,0,0,6,0,0,0,0,0,36,2.3,
ChanWe00,Wes Chandler,WR,1981,25,NOR,NFL,WR,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1.5,
ChanWe00,Wes Chandler,WR,1981,25,SDG,NFL,WR,12,11,0,5,0,0,0,0,0,5,0,0,0,0,0,30,2.5,
ChanWe00,Wes Chandler,WR,1982,26,SDG,NFL,WR,8,8,0,9,0,0,0,0,0,9,0,0,0,0,0,54,6.8,"PB,AP-1,AP OPoY-4"
ChanWe00,Wes Chandler,WR,1983,27,SDG,NFL,WR,16,14,0,5,0,0,0,0,0,5,0,0,0,0,0,30,1.9,PB
ChanWe00,Wes Chandler,WR,1984,28,SDG,NFL,WR,15,15,0,6,0,0,0,0,0,6,0,0,0,0,0,36,2.4,
ChanWe00,Wes Chandler,WR,1985,29,SDG,NFL,WR,15,13,0,10,0,0,0,0,0,10,0,0,0,0,0,60,4.0,PB
ChanWe00,Wes Chandler,WR,1986,30,SDG,NFL,WR,16,14,0,4,0,0,0,0,0,4,0,0,0,0,0,24,1.5,
ChanWe00,Wes Chandler,WR,1987,31,SDG,NFL,WR,12,11,0,2,0,0,0,0,0,2,0,0,0,0,0,12,1.0,
