player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
WashLe00,Leon Washington,RB,2007,25,NYJ,NFL,RB,16,4,1,1,100.0,36,0,0.0,0,0.0,1,100.0,36,36.0,36.00,36.0,2.3,118.7,100.0,0,0,0.00,36.00,36.00,0,0,
WashLe00,Leon Washington,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WashLe00,Leon Washington,RB,2010,28,SEA,NFL,RB,16,0,0,0,,0,0,,0,,0,,,,,,0.0,,0.0,1,7,100.00,-7.00,-7.00,0,0,"AP-2,AP CPoY-7"
