player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,awards
MostRa00,Raheem Mostert,RB,2015,23,3TM,NFL,RB,11,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
MostRa00,Raheem Mostert,RB,2015,23,BAL,NFL,RB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
MostRa00,Raheem Mostert,RB,2015,23,CLE,NFL,RB,3,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
MostRa00,Raheem Mostert,RB,,,,,,,,,,,,,,,,,,,,,,,,,
MostRa00,Raheem Mostert,RB,2017,25,SFO,NFL,RB,11,0,0,0,0,0,0,0,1,0,0,0,0.0,8,8,0,0,0,0,
MostRa00,Raheem Mostert,RB,2018,26,SFO,NFL,RB,9,0,0,0,0,0,0,0,1,0,0,0,0.0,6,6,0,0,0,0,
MostRa00,Raheem Mostert,RB,2019,27,SFO,NFL,RB,16,0,0,0,0,0,0,0,2,2,0,0,0.0,11,8,3,0,0,0,
MostRa00,Raheem Mostert,RB,2020,28,SFO,NFL,RB,8,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
MostRa00,Raheem Mostert,RB,,,,,,,,,,,,,,,,,,,,,,,,,
MostRa00,Raheem Mostert,RB,2022,30,MIA,NFL,RB,16,14,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
MostRa00,Raheem Mostert,RB,2023,31,MIA,NFL,RB,15,15,0,0,0,0,0,0,4,1,-1,0,0.0,0,0,0,0,0,0,PB
MostRa00,Raheem Mostert,RB,2024,32,MIA,NFL,RB,13,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
