player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
MostRa00,Raheem Mostert,RB,2015,23,3TM,RB,,11,0,2,,0,,152,
MostRa00,Raheem Mostert,RB,,,MIA,RB,27,1,0,0,0%,0,0%,12,35%
MostRa00,Raheem Mostert,RB,,,,,,,,0,0%,0,0%,32,45%
MostRa00,Raheem Mostert,RB,,,,,,,,2,0%,0,0%,108,53%
MostRa00,Raheem Mostert,RB,2016,24,2TM,RB,,3,0,4,,0,,40,
MostRa00,Raheem Mostert,RB,,,CHI,RB,35,2,0,0,0%,0,0%,17,34%
MostRa00,Raheem Mostert,RB,,,,,,,,4,7%,0,0%,23,72%
MostRa00,Raheem Mostert,RB,2017,25,SFO,RB,31,11,0,15,2%,0,0%,204,64%
MostRa00,Raheem Mostert,RB,2018,26,SFO,RB,31,9,0,90,15%,0,0%,157,59%
MostRa00,Raheem Mostert,RB,2019,27,SFO,RB,31,16,0,362,34%,0,0%,201,46%
MostRa00,Raheem Mostert,RB,2020,28,SFO,RB,31,8,8,237,43%,0,0%,0,0%
MostRa00,Raheem Mostert,RB,2021,29,SFO,RB,31,1,1,4,7%,0,0%,0,0%
MostRa00,Raheem Mostert,RB,2022,30,MIA,RB,31,16,14,552,56%,0,0%,75,18%
MostRa00,Raheem Mostert,RB,2023*,31,MIA,RB,31,15,15,555,57%,0,0%,3,1%
MostRa00,Raheem Mostert,RB,2024,32,MIA,RB,31,13,1,278,32%,0,0%,34,10%
MostRa00,Raheem Mostert,RB,2025,33,LVR,RB,31,6,0,76,22%,0,0%,29,21%
