player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
MostRa00,Raheem Mostert,RB,2018,26,SFO,NFL,RB,9,0,34,261,13,143,4.2,118,3.5,5,6.8,7,6,25,1,-19,-3.2,44,7.3,-0.6,0,,0,0.0,0,81.5,
MostRa00,Raheem Mostert,RB,2019,27,SFO,NFL,RB,16,0,137,772,31,475,3.5,297,2.2,12,11.4,22,14,180,6,25,1.8,155,11.1,2.0,1,14.0,2,9.1,0,119.5,
MostRa00,Raheem Mostert,RB,2020,28,SFO,NFL,RB,8,8,104,521,22,346,3.3,175,1.7,5,20.8,19,16,156,5,20,1.3,136,8.5,1.1,1,16.0,0,0.0,0,118.4,
MostRa00,Raheem Mostert,RB,2021,29,SFO,NFL,RB,1,1,2,20,1,18,9.0,2,1.0,0,,0,0,0,0,0,,0,,,0,,0,,0,,
MostRa00,Raheem Mostert,RB,2022,30,MIA,NFL,RB,16,14,181,891,44,512,2.8,379,2.1,16,11.3,42,31,202,11,23,0.7,179,5.8,1.1,8,3.9,2,4.8,1,89.6,
MostRa00,Raheem Mostert,RB,2023,31,MIA,NFL,RB,15,15,209,1012,59,547,2.6,465,2.2,16,13.1,32,25,175,6,-38,-1.5,213,8.5,-0.6,6,4.2,1,3.1,1,107.7,PB
MostRa00,Raheem Mostert,RB,2024,32,MIA,NFL,RB,13,1,85,278,13,143,1.7,135,1.6,1,85.0,23,19,161,10,15,0.8,146,7.7,0.6,2,9.5,0,0.0,0,95.8,
MostRa00,Raheem Mostert,RB,2025,33,LVR,NFL,RB,6,0,17,84,4,29,1.7,55,3.2,0,,4,4,38,3,-4,-1.0,42,10.5,-1.0,0,,0,0.0,0,106.2,
