player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
JohnVa00,Vance Johnson,WR,1986,23,DEN,NFL,WR,3,3,3,26,0,13,8.7,0,0,0,0,261,
JohnVa00,Vance Johnson,WR,,,,,,,,,,,,,,,,,,
JohnVa00,Vance Johnson,WR,1989,26,DEN,NFL,WR,3,3,7,53,0,11,7.6,0,0,0,0,250,
JohnVa00,Vance Johnson,WR,,,,,,,,,,,,,,,,,,
JohnVa00,Vance Johnson,WR,1991,28,DEN,NFL,WR,2,1,3,36,0,13,12.0,0,0,0,0,207,
