player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
BreeDr00,Drew Brees,QB,2018,39,NOR,NFL,QB,15,15,31,22,11,17,0.5,5,0.2,1,31.0,1,1,1,0,-2,-2.0,3,3.0,-2.0,0,0,0.0,0,79.2,"PB,AP-2,AP MVP-2,AP OPoY-2"
BreeDr00,Drew Brees,QB,2019,40,NOR,NFL,QB,11,11,9,-4,2,-4,-0.4,0,0.0,0,,0,0,0,0,0,,0,,,0,0,,0,,PB
BreeDr00,Drew Brees,QB,2020,41,NOR,NFL,QB,12,12,18,-2,4,-6,-0.3,4,0.2,0,,0,0,0,0,0,,0,,,0,0,,0,,
