player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
BankTo00,Tony Banks,QB,1996,23,STL,NFL,QB,14,13,61,212,0,15,34.4,22,3.5,15.1,4.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61,3.5,212,0,21,
BankTo00,Tony Banks,QB,1997,24,STL,NFL,QB,16,16,47,186,1,9,38.3,23,4.0,11.6,2.9,0,0,0,0,0,,0.0,0.0,,,47,4.0,186,1,15,
BankTo00,Tony Banks,QB,1998,25,STL,NFL,QB,14,14,40,156,3,11,35.0,19,3.9,11.1,2.9,0,0,0,0,0,,0.0,0.0,,,40,3.9,156,3,10,
BankTo00,Tony Banks,QB,1999,26,BAL,NFL,QB,12,10,24,93,0,8,41.7,12,3.9,7.8,2.0,0,0,0,0,0,,0.0,0.0,,,24,3.9,93,0,11,
BankTo00,Tony Banks,QB,2000,27,BAL,NFL,QB,11,8,19,57,0,3,31.6,10,3.0,5.2,1.7,0,0,0,0,0,,0.0,0.0,,,19,3.0,57,0,5,
BankTo00,Tony Banks,QB,2001,28,WAS,NFL,QB,15,14,47,152,2,8,31.9,17,3.2,10.1,3.1,0,0,0,0,0,,0.0,0.0,,,47,3.2,152,2,10,
BankTo00,Tony Banks,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankTo00,Tony Banks,QB,2003,30,HOU,NFL,QB,7,3,6,27,0,2,50.0,13,4.5,3.9,0.9,0,0,0,0,0,,0.0,0.0,,,6,4.5,27,0,1,
BankTo00,Tony Banks,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankTo00,Tony Banks,QB,2005,32,HOU,NFL,QB,2,0,2,-2,0,0,0.0,-1,-1.0,-1.0,1.0,0,0,0,0,0,,0.0,0.0,,,2,-1.0,-2,0,0,
