player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
HenrDe00,Derrick Henry,RB,2018,24,TEN,NFL,RB,16,12,2,3,12,4.0,-7,-3.5,-2.3,21,10.5,0,0,0,0,0.0,1,33.3,,,1.4,0,1,0,1,33.3,0,,,,,,,,,
HenrDe00,Derrick Henry,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HenrDe00,Derrick Henry,RB,2021,27,TEN,NFL,RB,8,8,1,1,5,5.0,5,5.0,5.0,0,0.0,0,0,0,0,0.0,0,0.0,1,100.0,2.1,0,0,0,0,0.0,0,8,25,1,5,7,20,0,0,
HenrDe00,Derrick Henry,RB,2022,28,TEN,NFL,RB,16,16,2,2,3,1.5,3,1.5,1.5,1,0.5,0,0,0,0,0.0,0,0.0,2,100.0,1.4,2,0,0,0,0.0,0,11,43,1,3,10,40,0,0,"PB,AP MVP-9,AP OPoY-12,AP CPoY-9"
HenrDe00,Derrick Henry,RB,2023,29,TEN,NFL,RB,17,17,2,3,27,9.0,14,7.0,4.7,0,0.0,0,0,0,0,0.0,1,33.3,2,66.7,2.1,1,0,0,0,0.0,0,13,62,2,12,11,50,0,0,PB
HenrDe00,Derrick Henry,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HenrDe00,Derrick Henry,RB,2025,31,BAL,NFL,RB,8,8,0,1,10,10.0,0,,0.0,0,,0,0,0,0,0.0,0,0.0,0,0.0,1.5,1,0,0,0,0.0,0,9,28,0,0,9,28,1,0,
