player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
HillSh00,Shaun Hill,QB,2005,25,MIN,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
HillSh00,Shaun Hill,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillSh00,Shaun Hill,QB,2007,27,SFO,NFL,QB,3,2,2-0-0,54,79,68.4,501,5,6.3,1,1.3,26,57.6,26,6.3,7.04,9.3,167.0,101.3,58.9,6,31,7.06,5.53,6.18,0,0,1,
HillSh00,Shaun Hill,QB,2008,28,SFO,NFL,QB,9,8,5-3-0,181,288,62.8,2046,13,4.5,8,2.8,100,49.2,48,7.1,6.76,11.3,227.3,87.5,62.1,23,148,7.40,6.10,5.78,2,3,7,
HillSh00,Shaun Hill,QB,2009,29,SFO,NFL,QB,6,6,3-3-0,87,155,56.1,943,5,3.2,2,1.3,33,31.8,61,6.1,6.15,10.8,157.2,79.6,35.9,18,107,10.40,4.83,4.89,1,1,3,
HillSh00,Shaun Hill,QB,2010,30,DET,NFL,QB,11,10,3-7-0,257,416,61.8,2686,16,3.8,12,2.9,120,45.7,75,6.5,5.93,10.5,244.2,81.3,53.2,17,113,3.93,5.94,5.43,1,0,8,
HillSh00,Shaun Hill,QB,2011,31,DET,NFL,QB,2,0,,2,3,66.7,33,0,0.0,0,0.0,1,33.3,28,11.0,11.00,16.5,16.5,103.5,66.0,0,0,0.00,11.00,11.00,0,0,0,
HillSh00,Shaun Hill,QB,2012,32,DET,NFL,QB,1,0,,10,13,76.9,172,2,15.4,0,0.0,8,69.2,46,13.2,16.31,17.2,172.0,157.9,44.2,0,0,0.00,13.23,16.31,0,0,0,
HillSh00,Shaun Hill,QB,2013,33,DET,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
HillSh00,Shaun Hill,QB,2014,34,STL,NFL,QB,9,8,3-5-0,145,229,63.3,1657,8,3.5,7,3.1,82,47.0,63,7.2,6.56,11.4,184.1,83.9,42.3,18,116,7.29,6.24,5.61,0,0,4,
HillSh00,Shaun Hill,QB,2015,35,MIN,NFL,QB,3,0,,2,7,28.6,15,0,0.0,0,0.0,0,,9,2.1,2.14,7.5,5.0,39.6,2.6,1,11,12.50,0.50,0.50,0,1,0,
HillSh00,Shaun Hill,QB,2016,36,MIN,NFL,QB,3,1,1-0-0,19,35,54.3,242,0,0.0,0,0.0,12,41.7,33,6.9,6.91,12.7,80.7,76.1,57.8,1,7,2.78,6.53,6.53,0,0,1,
