player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,rec_target_int,awards
PurdBr00,Brock Purdy,QB,2022,23,SFO,NFL,QB,9,5,22,13,5,6,0.3,7,0.3,0,,0,0,0,0,0,0,0,0,0,AP ORoY-3
PurdBr00,Brock Purdy,QB,2023,24,SFO,NFL,QB,16,16,39,144,15,108,2.8,36,0.9,2,19.5,0,0,0,0,0,0,0,0,0,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6"
PurdBr00,Brock Purdy,QB,2024,25,SFO,NFL,QB,15,15,66,323,33,259,3.9,64,1.0,2,33.0,0,0,0,0,0,0,0,0,0,
PurdBr00,Brock Purdy,QB,2025,26,SFO,NFL,QB,2,2,7,30,2,28,4.0,2,0.3,0,,0,0,0,0,0,0,0,0,0,
