player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
OBriKe00,Ken O'Brien,QB,1985,25,NYJ,NFL,QB,1,1,0-1-0,13,17,76.5,149,1,5.9,1,5.9,8,63.2,24,8.8,7.29,11.5,149.0,97.4,2,21,10.53,6.74,5.42,0,0,
OBriKe00,Ken O'Brien,QB,1986,26,NYJ,NFL,QB,1,0,,11,19,57.9,134,0,0.0,0,0.0,5,36.0,31,7.1,7.05,12.2,134.0,79.7,6,34,24.00,4.00,4.00,0,0,
OBriKe00,Ken O'Brien,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBriKe00,Ken O'Brien,QB,1991,31,NYJ,NFL,QB,1,1,0-1-0,21,31,67.7,221,1,3.2,3,9.7,14,59.4,31,7.1,3.42,10.5,221.0,59.4,1,7,3.13,6.69,3.09,0,0,
