player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
OBriKe00,Ken O'Brien,QB,1985,25,NYJ,NFL,QB,1,1,1,4,0,0,0.0,4,4.0,4.0,1.0,0,0,0,0,0.0,0.0,1,4.0,4,0,0,
OBriKe00,Ken O'Brien,QB,1986,26,NYJ,NFL,QB,1,0,3,22,0,1,66.7,16,7.3,22.0,3.0,0,0,0,0,0.0,0.0,3,7.3,22,0,0,
OBriKe00,Ken O'Brien,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBriKe00,Ken O'Brien,QB,1991,31,NYJ,NFL,QB,1,1,2,10,0,0,50.0,8,5.0,10.0,2.0,0,0,0,0,0.0,0.0,2,5.0,10,0,0,
