player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
AndeOt00,Ottis Anderson,RB,1979,22,STL,NFL,RB,16,16,8,2,0,0,0,0,0,10,0,0,0,0,0,60,3.8,"PB,AP-1,AP OPoY-4,AP ORoY-1"
AndeOt00,Ottis Anderson,RB,1980,23,STL,NFL,RB,16,16,9,0,0,0,0,0,0,9,0,0,0,0,0,54,3.4,"PB,AP-2"
AndeOt00,Ottis Anderson,RB,1981,24,STL,NFL,RB,16,16,9,0,0,0,0,0,0,9,0,0,0,0,0,54,3.4,
AndeOt00,Ottis Anderson,RB,1982,25,STL,NFL,RB,8,8,3,0,0,0,0,0,0,3,0,0,0,0,0,18,2.3,
AndeOt00,Ottis Anderson,RB,1983,26,STL,NFL,RB,15,15,5,1,0,0,0,0,0,6,0,0,0,0,0,36,2.4,
AndeOt00,Ottis Anderson,RB,1984,27,STL,NFL,RB,15,15,6,2,0,0,0,0,0,8,0,0,0,0,0,48,3.2,
AndeOt00,Ottis Anderson,RB,1985,28,STL,NFL,RB,9,8,4,0,0,0,0,0,0,4,0,0,0,0,0,24,2.7,
AndeOt00,Ottis Anderson,RB,1986,29,2TM,NFL,RB,12,3,3,0,0,0,0,0,0,3,0,0,0,0,0,18,1.5,
AndeOt00,Ottis Anderson,RB,1986,29,STL,NFL,RB,4,3,2,0,0,0,0,0,0,2,0,0,0,0,0,12,3.0,
AndeOt00,Ottis Anderson,RB,1986,29,NYG,NFL,RB,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.8,
AndeOt00,Ottis Anderson,RB,,,,,,,,,,,,,,,,,,,,,,,
AndeOt00,Ottis Anderson,RB,1988,31,NYG,NFL,RB,16,0,8,0,0,0,0,0,0,8,0,0,0,0,0,48,3.0,
AndeOt00,Ottis Anderson,RB,1989,32,NYG,NFL,RB,16,16,14,0,0,0,0,0,0,14,0,0,0,0,0,84,5.3,
AndeOt00,Ottis Anderson,RB,1990,33,NYG,NFL,RB,16,11,11,0,0,0,0,0,0,11,0,0,0,0,0,66,4.1,
AndeOt00,Ottis Anderson,RB,1991,34,NYG,NFL,RB,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.6,
