player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
BellLe00,Le'Veon Bell,RB,2013,21,PIT,RB,26,13,13,677,77%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,2014*+,22,PIT,RB,26,16,16,927,83%,0,0%,4,1%
BellLe00,Le'Veon Bell,RB,2015,23,PIT,RB,26,6,6,301,81%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,2016*,24,PIT,RB,26,12,12,781,96%,0,0%,5,2%
BellLe00,Le'Veon Bell,RB,2017*+,25,PIT,RB,26,15,15,943,90%,0,0%,2,1%
BellLe00,Le'Veon Bell,RB,2019,27,NYJ,RB,26,15,15,782,82%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,2020,28,2TM,RB,,11,4,270,,0,,0,
BellLe00,Le'Veon Bell,RB,,,NYJ,RB,26,2,2,78,62%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,,,,,,,,192,31%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,2021,29,2TM,RB,,8,0,170,,0,,0,
BellLe00,Le'Veon Bell,RB,,,BAL,RB,17,5,0,118,31%,0,0%,0,0%
BellLe00,Le'Veon Bell,RB,,,,,,,,52,26%,0,0%,0,0%
