player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
SipeBr00,Brian Sipe,QB,1974,25,CLE,NFL,QB,10,5,0,0,0,0,,8,4,0,0,0.0,,,,0,
SipeBr00,Brian Sipe,QB,1975,26,CLE,NFL,QB,7,2,0,0,0,0,,1,0,0,0,0.0,,,,0,
SipeBr00,Brian Sipe,QB,1976,27,CLE,NFL,QB,14,12,0,0,0,0,,7,2,-21,0,0.0,,,,0,
SipeBr00,Brian Sipe,QB,1977,28,CLE,NFL,QB,9,9,0,0,0,0,,4,2,0,0,0.0,,,,0,
SipeBr00,Brian Sipe,QB,1978,29,CLE,NFL,QB,16,16,0,0,0,0,0,12,4,-11,0,0.0,0,0,0,0,
SipeBr00,Brian Sipe,QB,1979,30,CLE,NFL,QB,16,16,0,0,0,0,0,10,6,-8,0,0.0,0,0,0,0,"AP-2,AP MVP-3,AP OPoY-3"
SipeBr00,Brian Sipe,QB,1980,31,CLE,NFL,QB,16,16,0,0,0,0,0,3,1,-4,0,0.0,0,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-2"
SipeBr00,Brian Sipe,QB,1981,32,CLE,NFL,QB,16,16,0,0,0,0,0,10,4,-39,0,0.0,0,0,0,0,
SipeBr00,Brian Sipe,QB,1982,33,CLE,NFL,QB,6,6,0,0,0,0,0,1,1,-2,0,0.0,0,0,0,0,
SipeBr00,Brian Sipe,QB,1983,34,CLE,NFL,QB,15,14,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,
