player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yac,rush_broken_tackles,awards
PeopDo00,Donovan Peoples-Jones,WR,2020,21,CLE,NFL,WR,2,2,3,2,31,1,29,14.5,2,1.0,12.7,0,0,0.0,0,100.7,0,0,0,0,0,0,
PeopDo00,Donovan Peoples-Jones,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeopDo00,Donovan Peoples-Jones,WR,2023,24,DET,NFL,WR,3,0,0,0,0,0,0,,0,,,0,0,,,,0,0,0,0,0,0,
