player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
PeopDo00,Donovan Peoples-Jones,WR,2020,21,CLE,NFL,WR,2,2,1,8,0,8,8.0,0,0,0,0,39,
PeopDo00,Donovan Peoples-Jones,WR,,,,,,,,,,,,,,,,,,
PeopDo00,Donovan Peoples-Jones,WR,2023,24,DET,NFL,WR,3,0,4,32,0,10,8.0,0,0,0,0,32,
