player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
DennPr00,Preston Dennard,WR,1980,25,RAM,NFL,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6.0,
DennPr00,Preston Dennard,WR,,,,,,,,,,,,,,,,,,,,,,,
DennPr00,Preston Dennard,WR,1983,28,RAM,NFL,WR,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,12,6.0,
