player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_yds_per_att_idx,pass_net_yds_per_att_idx,pass_adj_yds_per_att_idx,pass_adj_net_yds_per_att_idx,pass_cmp_pct_idx,pass_td_pct_idx,pass_int_pct_idx,pass_sacked_pct_idx,pass_rating_idx,awards
CollKe00,Kerry Collins,QB,1995,23,CAR,NFL,QB,15,13,89,93,82,85,71,91,80,106,77,
CollKe00,Kerry Collins,QB,1996,24,CAR,NFL,QB,13,12,101,107,105,109,95,99,111,112,102,PB
CollKe00,Kerry Collins,QB,1997,25,CAR,NFL,QB,13,13,78,79,71,72,83,88,68,102,73,
CollKe00,Kerry Collins,QB,1998,26,2TM,NFL,QB,11,11,91,90,88,87,65,93,86,95,81,
CollKe00,Kerry Collins,QB,1998,26,CAR,NFL,QB,4,4,91,96,97,100,60,109,102,108,92,
CollKe00,Kerry Collins,QB,1998,26,NOR,NFL,QB,7,7,91,85,80,77,70,80,72,84,72,
CollKe00,Kerry Collins,QB,1999,27,NYG,NFL,QB,10,7,104,108,99,102,100,84,100,114,95,
CollKe00,Kerry Collins,QB,2000,28,NYG,NFL,QB,16,16,101,104,107,108,103,103,114,112,107,AP CPoY-2
CollKe00,Kerry Collins,QB,2001,29,NYG,NFL,QB,16,16,98,101,99,101,95,92,106,105,97,
CollKe00,Kerry Collins,QB,2002,30,NYG,NFL,QB,16,16,117,122,115,119,108,93,111,115,109,
CollKe00,Kerry Collins,QB,2003,31,NYG,NFL,QB,13,13,89,93,88,91,91,81,99,108,87,
CollKe00,Kerry Collins,QB,2004,32,OAK,NFL,QB,14,13,100,104,96,99,90,100,87,114,93,
CollKe00,Kerry Collins,QB,2005,33,OAK,NFL,QB,15,15,96,96,101,101,79,94,117,101,95,
CollKe00,Kerry Collins,QB,2006,34,TEN,NFL,QB,4,3,85,93,62,69,54,67,44,114,48,
CollKe00,Kerry Collins,QB,2007,35,TEN,NFL,QB,6,1,92,92,102,101,101,54,148,103,97,
CollKe00,Kerry Collins,QB,2008,36,TEN,NFL,QB,16,15,91,101,98,104,91,87,119,129,97,"PB,AP CPoY-2"
CollKe00,Kerry Collins,QB,2009,37,TEN,NFL,QB,7,6,76,85,77,83,80,83,89,125,78,
CollKe00,Kerry Collins,QB,2010,38,TEN,NFL,QB,10,7,91,95,96,99,90,109,101,113,98,
CollKe00,Kerry Collins,QB,2011,39,IND,NFL,QB,3,3,56,62,76,78,59,75,129,111,76,
