player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,awards
RivePh00,Philip Rivers,QB,2018,37,LAC,NFL,QB,2,2,3,15,1,12,4.0,3,1.0,0,0,0,0,0,0,0,0,0,
RivePh00,Philip Rivers,QB,,,,,,,,,,,,,,,,,,,,,,,,
RivePh00,Philip Rivers,QB,2020,39,IND,NFL,QB,1,1,1,-1,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,
