player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
RivePh00,Philip Rivers,QB,2006,25,SDG,NFL,QB,1,1,0-1-0,14,32,43.8,230,0,0.0,1,3.1,9,37.1,58,7.2,5.78,16.4,230.0,55.5,3,26,8.57,5.83,4.54,0,0,
RivePh00,Philip Rivers,QB,2007,26,SDG,NFL,QB,3,3,2-1-0,52,86,60.5,767,4,4.7,4,4.7,35,46.6,56,8.9,7.76,14.8,255.7,85.8,2,14,2.27,8.56,7.42,0,0,
RivePh00,Philip Rivers,QB,2008,27,SDG,NFL,QB,2,2,1-1-0,41,71,57.7,525,3,4.2,2,2.8,25,41.8,62,7.4,6.97,12.8,262.5,83.4,8,60,10.13,5.89,5.51,1,1,
RivePh00,Philip Rivers,QB,2009,28,SDG,NFL,QB,1,1,0-1-0,27,40,67.5,298,1,2.5,2,5.0,14,47.6,37,7.5,5.70,11.0,298.0,76.9,2,15,4.76,6.74,5.07,0,0,
RivePh00,Philip Rivers,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivePh00,Philip Rivers,QB,2013,32,SDG,NFL,QB,2,2,1-1-0,30,43,69.8,345,3,7.0,0,0.0,19,52.1,49,8.0,9.42,11.5,172.5,116.9,5,29,10.42,6.58,7.83,0,0,
RivePh00,Philip Rivers,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivePh00,Philip Rivers,QB,2018,37,LAC,NFL,QB,2,2,1-1-0,47,83,56.6,491,3,3.6,1,1.2,24,38.4,43,5.9,6.10,10.4,245.5,80.9,3,21,3.49,5.47,5.64,0,0,
RivePh00,Philip Rivers,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivePh00,Philip Rivers,QB,2020,39,IND,NFL,QB,1,1,0-1-0,27,46,58.7,309,2,4.3,0,0.0,17,47.8,32,6.7,7.59,11.4,309.0,93.5,0,0,0.00,6.72,7.59,0,0,
