player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
TomcMi00,Mike Tomczak,QB,1985,23,CHI,NFL,QB,1,0,,0,0,,0,0,,,,0,,,,,,0.0,,,,,,,0,0,
TomcMi00,Mike Tomczak,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomcMi00,Mike Tomczak,QB,1987,25,CHI,NFL,QB,1,0,,0,0,,0,0,,,,0,,,,,,0.0,,,,,,,0,0,
TomcMi00,Mike Tomczak,QB,1988,26,CHI,NFL,QB,2,1,1-0-0,16,32,50.0,227,1,3.1,3,9.4,8,37.5,64,7.1,3.50,14.2,113.5,44.7,0,0,0.00,7.09,3.50,0,0,
TomcMi00,Mike Tomczak,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomcMi00,Mike Tomczak,QB,1990,28,CHI,NFL,QB,2,2,1-1-0,29,61,47.5,371,1,1.6,2,3.3,18,31.7,38,6.1,4.93,12.8,185.5,58.8,2,12,3.17,5.70,4.59,0,0,
TomcMi00,Mike Tomczak,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomcMi00,Mike Tomczak,QB,1994,32,PIT,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,,,,,0,0,
TomcMi00,Mike Tomczak,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomcMi00,Mike Tomczak,QB,1996,34,PIT,NFL,QB,2,2,1-1-0,29,50,58.0,286,0,0.0,4,8.0,12,38.5,35,5.7,2.12,9.9,143.0,40.9,2,15,3.85,5.21,1.75,0,0,
TomcMi00,Mike Tomczak,QB,1997,35,PIT,NFL,QB,2,0,,0,0,,0,0,,,,0,,,,,,0.0,,,,,,,0,0,
