player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
PryoTe00,Terrelle Pryor,QB,2018,29,2TM,NFL,WR,8,1,30,16,252,11,190,11.9,62,3.9,12.4,0,1,3.3,2,76.0,1,-1,0,-1,-1.0,0,0.0,0,
PryoTe00,Terrelle Pryor,QB,2018,29,NYJ,NFL,WR,6,0,22,14,235,11,174,12.4,61,4.4,12.4,0,1,4.5,1,111.0,0,0,0,0,,0,,0,
PryoTe00,Terrelle Pryor,QB,2018,29,BUF,NFL,WR,2,1,8,2,17,0,16,8.0,1,0.5,12.5,0,0,0.0,1,0.0,1,-1,0,-1,-1.0,0,0.0,0,
