player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
PryoTe00,Terrelle Pryor,QB,2011,22,OAK,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
PryoTe00,Terrelle Pryor,QB,2012,23,OAK,NFL,QB,3,1,0-1-0,14,30,46.7,155,2,6.7,1,3.3,9,40.0,38,5.2,5.00,11.1,51.7,70.8,53.8,0,0,0.00,5.17,5.00,0,0,1,
PryoTe00,Terrelle Pryor,QB,2013,24,OAK,NFL,QB,11,9,3-6-0,156,272,57.4,1798,7,2.6,11,4.0,86,39.3,73,6.6,5.31,11.5,163.5,69.1,40.5,31,203,10.23,5.26,4.09,0,0,6,
PryoTe00,Terrelle Pryor,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PryoTe00,Terrelle Pryor,QB,2015,26,CLE,NFL,WR,3,2,,0,0,,0,0,,0,,0,,,,,,0.0,,1.1,0,0,,,,0,0,0,
PryoTe00,Terrelle Pryor,QB,2016,27,CLE,NFL,WR,16,15,,5,9,55.6,41,0,0.0,0,0.0,1,20.0,26,4.6,4.56,8.2,2.6,67.4,18.7,1,1,10.00,4.00,4.00,0,0,6,
PryoTe00,Terrelle Pryor,QB,2017,28,WAS,NFL,WR,9,2,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,2,
PryoTe00,Terrelle Pryor,QB,2018,29,2TM,NFL,WR,8,1,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,2,
PryoTe00,Terrelle Pryor,QB,2018,29,NYJ,NFL,WR,6,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,2,
PryoTe00,Terrelle Pryor,QB,2018,29,BUF,NFL,WR,2,1,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
