player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
JawoRo00,Ron Jaworski,QB,1974,23,RAM,NFL,QB,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1.2,
JawoRo00,Ron Jaworski,QB,1975,24,RAM,NFL,QB,14,1,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.9,
JawoRo00,Ron Jaworski,QB,1976,25,RAM,NFL,QB,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1.2,
JawoRo00,Ron Jaworski,QB,1977,26,PHI,NFL,QB,14,14,5,0,0,0,0,0,0,5,0,0,0,0,0,30,2.1,
JawoRo00,Ron Jaworski,QB,,,,,,,,,,,,,,,,,,,,,,,
JawoRo00,Ron Jaworski,QB,1979,28,PHI,NFL,QB,16,16,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.8,
JawoRo00,Ron Jaworski,QB,1980,29,PHI,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.4,"PB,AP MVP-3"
JawoRo00,Ron Jaworski,QB,,,,,,,,,,,,,,,,,,,,,,,
JawoRo00,Ron Jaworski,QB,1983,32,PHI,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.4,
JawoRo00,Ron Jaworski,QB,1984,33,PHI,NFL,QB,13,13,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.5,
JawoRo00,Ron Jaworski,QB,1985,34,PHI,NFL,QB,16,12,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.8,
