player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
JawoRo00,Ron Jaworski,QB,1974,23,RAM,NFL,QB,5,0,,10,24,41.7,144,0,0.0,1,4.2,,,22,6.0,4.13,14.4,28.8,44.4,3,24,11.11,4.44,2.78,0,0,1,
JawoRo00,Ron Jaworski,QB,1975,24,RAM,NFL,QB,14,1,1-0-0,24,48,50.0,302,0,0.0,2,4.2,,,25,6.3,4.42,12.6,21.6,52.6,9,75,15.79,3.98,2.40,0,1,2,
JawoRo00,Ron Jaworski,QB,1976,25,RAM,NFL,QB,5,2,2-0-0,20,52,38.5,273,1,1.9,5,9.6,,,42,5.3,1.31,13.7,54.6,22.8,5,51,8.77,3.89,0.30,1,1,1,
JawoRo00,Ron Jaworski,QB,1977,26,PHI,NFL,QB,14,14,5-9-0,166,346,48.0,2183,18,5.2,21,6.1,,,55,6.3,4.62,13.2,155.9,60.4,47,342,11.96,4.68,3.20,1,1,10,
JawoRo00,Ron Jaworski,QB,1978,27,PHI,NFL,QB,16,16,9-7-0,206,398,51.8,2487,16,4.0,16,4.0,112,33.9,56,6.2,5.24,12.1,155.4,67.9,41,288,9.34,5.01,4.10,1,2,10,
JawoRo00,Ron Jaworski,QB,1979,28,PHI,NFL,QB,16,16,11-5-0,190,374,50.8,2669,18,4.8,12,3.2,139,38.2,53,7.1,6.66,14.0,166.8,76.8,34,272,8.33,5.88,5.43,2,2,12,
JawoRo00,Ron Jaworski,QB,1980,29,PHI,NFL,QB,16,16,12-4-0,257,451,57.0,3529,27,6.0,12,2.7,175,43.9,56,7.8,7.82,13.7,220.6,91.0,27,213,5.65,6.94,6.94,2,3,15,"PB,AP MVP-3"
JawoRo00,Ron Jaworski,QB,1981,30,PHI,NFL,QB,16,16,10-6-0,250,461,54.2,3095,23,5.0,20,4.3,146,41.5,85,6.7,5.76,12.4,193.4,73.8,21,197,4.36,6.01,5.10,0,1,12,
JawoRo00,Ron Jaworski,QB,1982,31,PHI,NFL,QB,9,9,3-6-0,167,286,58.4,2076,12,4.2,12,4.2,99,42.9,57,7.3,6.21,12.4,230.7,77.5,31,244,9.78,5.78,4.83,2,2,13,
JawoRo00,Ron Jaworski,QB,1983,32,PHI,NFL,QB,16,16,5-11-0,235,446,52.7,3315,20,4.5,18,4.0,142,37.7,83,7.4,6.51,14.1,207.2,75.1,53,385,10.62,5.87,5.05,2,3,10,
JawoRo00,Ron Jaworski,QB,1984,33,PHI,NFL,QB,13,13,5-7-1,234,427,54.8,2754,16,3.7,14,3.3,127,39.0,90,6.4,5.72,11.8,211.8,73.5,34,270,7.38,5.39,4.72,2,2,7,
JawoRo00,Ron Jaworski,QB,1985,34,PHI,NFL,QB,16,12,6-6-0,255,484,52.7,3450,17,3.5,20,4.1,164,42.5,99,7.1,5.97,13.5,215.6,70.2,34,289,6.56,6.10,5.02,3,4,9,
JawoRo00,Ron Jaworski,QB,1986,35,PHI,NFL,QB,10,9,3-6-0,128,245,52.2,1405,8,3.3,6,2.4,68,36.7,56,5.7,5.29,11.0,140.5,70.2,22,156,8.24,4.68,4.27,0,0,4,
JawoRo00,Ron Jaworski,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JawoRo00,Ron Jaworski,QB,1988,37,MIA,NFL,QB,16,0,,9,14,64.3,123,1,7.1,0,0.0,6,60.0,22,8.8,10.21,13.7,7.7,116.1,1,10,6.67,7.53,8.87,0,0,0,
JawoRo00,Ron Jaworski,QB,1989,38,KAN,NFL,QB,6,3,1-2-0,36,61,59.0,385,2,3.3,5,8.2,24,48.4,32,6.3,3.28,10.7,64.2,54.3,1,10,1.61,6.05,3.06,1,1,1,
