player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
GoreFr00,Frank Gore,RB,2005,22,SFO,NFL,RB,14,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,18,1.3,
GoreFr00,Frank Gore,RB,2006,23,SFO,NFL,RB,16,16,8,1,0,0,0,0,0,9,0,0,0,0,0,0,54,3.4,"PB,AP-2"
GoreFr00,Frank Gore,RB,2007,24,SFO,NFL,RB,15,15,5,1,0,0,0,0,0,6,0,0,0,0,0,0,36,2.4,
GoreFr00,Frank Gore,RB,2008,25,SFO,NFL,RB,14,14,6,2,0,0,0,0,0,8,1,0,0,0,0,0,50,3.6,
GoreFr00,Frank Gore,RB,2009,26,SFO,NFL,RB,14,14,10,3,0,0,0,0,0,13,0,0,0,0,0,0,78,5.6,PB
GoreFr00,Frank Gore,RB,2010,27,SFO,NFL,RB,11,11,3,2,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,
GoreFr00,Frank Gore,RB,2011,28,SFO,NFL,RB,16,15,8,0,0,0,0,0,0,8,0,0,0,0,0,0,48,3.0,PB
GoreFr00,Frank Gore,RB,2012,29,SFO,NFL,RB,16,16,8,1,0,0,1,0,0,10,0,0,0,0,0,0,60,3.8,PB
GoreFr00,Frank Gore,RB,2013,30,SFO,NFL,RB,16,16,9,0,0,0,0,0,0,9,0,0,0,0,0,0,54,3.4,PB
GoreFr00,Frank Gore,RB,2014,31,SFO,NFL,RB,16,16,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,1.9,
GoreFr00,Frank Gore,RB,2015,32,IND,NFL,RB,16,16,6,1,0,0,0,0,0,7,0,0,0,0,0,0,42,2.6,
GoreFr00,Frank Gore,RB,2016,33,IND,NFL,RB,16,16,4,4,0,0,0,0,0,8,0,0,0,0,0,0,48,3.0,
GoreFr00,Frank Gore,RB,2017,34,IND,NFL,RB,16,16,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.5,
GoreFr00,Frank Gore,RB,2018,35,MIA,NFL,RB,14,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.4,
GoreFr00,Frank Gore,RB,2019,36,BUF,NFL,RB,16,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0.8,
GoreFr00,Frank Gore,RB,2020,37,NYJ,NFL,RB,15,14,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0.8,
