player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
LaPoSa01,Sam LaPorta,TE,2023,22,DET,NFL,TE,17,14,120,86,889,48,531,6.2,358,4.2,7.1,9,9.6,5,4.2,3,110.0,1,4,0,4,4.0,0,0.0,0,"PB,AP-2,AP ORoY-3"
LaPoSa01,Sam LaPorta,TE,2024,23,DET,NFL,TE,16,16,83,60,726,39,383,6.4,343,5.7,7.0,3,20.0,1,1.2,2,116.8,0,0,0,0,,0,,0,
LaPoSa01,Sam LaPorta,TE,2025,24,DET,NFL,TE,8,8,44,35,436,20,196,5.6,240,6.9,5.9,5,7.0,0,0.0,0,130.7,0,0,0,0,,0,,0,
