player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
ODonNe00,Neil O'Donnell,QB,1991,25,PIT,NFL,QB,12,8,0,0,0,0,,0,11,2,-3,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1992,26,PIT,NFL,QB,12,12,0,0,0,0,,0,6,4,-20,0,0.0,0,0,0,,0,PB
ODonNe00,Neil O'Donnell,QB,1993,27,PIT,NFL,QB,16,15,0,0,0,0,,0,5,0,-2,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1994,28,PIT,NFL,QB,14,14,0,0,0,0,,0,4,1,0,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1995,29,PIT,NFL,QB,12,12,0,0,0,0,,0,2,1,0,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1996,30,NYJ,NFL,QB,6,6,0,0,0,0,,0,2,0,0,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1997,31,NYJ,NFL,QB,15,14,0,0,0,0,,0,9,2,-1,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1998,32,CIN,NFL,QB,13,11,0,0,0,0,,0,6,1,-2,0,0.0,0,0,0,,0,
ODonNe00,Neil O'Donnell,QB,1999,33,TEN,NFL,QB,8,5,0,0,0,0,0,0,5,3,-14,0,0.0,0,0,0,0,0,
ODonNe00,Neil O'Donnell,QB,,,,,,,,,,,,,,,,,,,,,,,,
ODonNe00,Neil O'Donnell,QB,2001,35,TEN,NFL,QB,5,1,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
