player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
WychFr00,Frank Wycheck,TE,1999,28,TEN,NFL,TE,16,16,1,1,100.0,61,1,100.0,0,0.0,1,100.0,61,61.0,81.00,61.0,3.8,158.3,0,0,0.00,61.00,81.00,0,0,PB
WychFr00,Frank Wycheck,TE,2000,29,TEN,NFL,TE,16,16,2,2,100.0,53,1,50.0,0,0.0,2,100.0,30,26.5,36.50,26.5,3.3,158.3,0,0,0.00,26.50,36.50,0,0,"PB,AP-2"
WychFr00,Frank Wycheck,TE,2001,30,TEN,NFL,TE,16,16,1,1,100.0,21,0,0.0,0,0.0,1,100.0,21,21.0,21.00,21.0,1.3,118.7,0,0,0.00,21.00,21.00,0,0,
WychFr00,Frank Wycheck,TE,2002,31,TEN,NFL,TE,15,15,1,2,50.0,13,0,0.0,0,0.0,1,50.0,13,6.5,6.50,13.0,0.9,70.8,0,0,0.00,6.50,6.50,0,0,
