player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,awards
WilsRu00,Russell Wilson,QB,2018,30,SEA,NFL,QB,1,1,3,14,2,10,3.3,4,1.3,0,,0,0,0,0,0,0,0,0,
WilsRu00,Russell Wilson,QB,2019,31,SEA,NFL,QB,2,2,16,109,7,90,5.6,19,1.2,1,16.0,0,0,0,0,0,0,0,0,
WilsRu00,Russell Wilson,QB,2020,32,SEA,NFL,QB,1,1,4,50,2,47,11.8,3,0.8,0,,0,0,0,0,0,0,0,0,
WilsRu00,Russell Wilson,QB,,,,,,,,,,,,,,,,,,,,,,,,,
WilsRu00,Russell Wilson,QB,2024,36,PIT,NFL,QB,1,1,3,6,0,4,1.3,2,0.7,0,,0,0,0,0,0,0,0,0,
