player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
MeggDa00,Dave Meggett,RB,1989,23,NYG,NFL,RB,16,2,46,582,1,76,12.7,27,577,0,43,21.4,1807,PB
MeggDa00,Dave Meggett,RB,1990,24,NYG,NFL,RB,16,1,43,467,1,68,10.9,21,492,0,58,23.4,1533,AP-2
MeggDa00,Dave Meggett,RB,1991,25,NYG,NFL,RB,16,2,28,287,1,70,10.3,25,514,0,42,20.6,1366,
MeggDa00,Dave Meggett,RB,1992,26,NYG,NFL,RB,16,0,27,240,0,39,8.9,20,455,1,92,22.8,1091,
MeggDa00,Dave Meggett,RB,1993,27,NYG,NFL,RB,16,1,32,331,1,75,10.3,24,403,0,35,16.8,1382,
MeggDa00,Dave Meggett,RB,1994,28,NYG,NFL,RB,16,3,26,323,2,68,12.4,29,548,0,30,18.9,1462,
MeggDa00,Dave Meggett,RB,1995,29,NWE,NFL,RB,16,0,45,383,0,23,8.5,38,964,0,62,25.4,1931,
MeggDa00,Dave Meggett,RB,1996,30,NWE,NFL,RB,16,1,52,588,1,60,11.3,34,781,0,54,23.0,1783,"PB,AP-2"
MeggDa00,Dave Meggett,RB,1997,31,NWE,NFL,RB,16,2,45,467,0,47,10.4,33,816,0,61,24.7,1546,
MeggDa00,Dave Meggett,RB,1998,32,NYJ,NFL,RB,2,0,5,40,0,18,8.0,1,16,0,16,16.0,95,
