player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,awards
OrtoKy00,Kyle Orton,QB,2005,23,CHI,NFL,QB,15,15,0,0,0,0,0,0,12,3,-13,0,0.0,0,0,0,0,,0,
OrtoKy00,Kyle Orton,QB,,,,,,,,,,,,,,,,,,,,,,,,,
OrtoKy00,Kyle Orton,QB,2007,25,CHI,NFL,QB,3,3,0,0,0,0,0,0,2,2,-5,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,2008,26,CHI,NFL,QB,15,15,0,0,0,0,0,0,6,1,-13,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,2009,27,DEN,NFL,QB,16,15,0,0,0,0,0,0,4,1,-2,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,2010,28,DEN,NFL,QB,13,13,0,0,0,0,0,0,4,0,-1,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,2011,29,2TM,NFL,QB,9,8,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,2011,29,DEN,NFL,QB,5,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
OrtoKy00,Kyle Orton,QB,,,,,,,,,,,,,,,,,,,,,,,,,
OrtoKy00,Kyle Orton,QB,2014,32,BUF,NFL,QB,12,12,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,AP CPoY-7
