player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
KempJe00,Jeff Kemp,QB,1981,22,RAM,NFL,QB,1,0,2,9,0,0,50.0,7,4.5,9.0,2.0,0,0,0,0,0,0.0,0.0,2,4.5,9,0,0,
KempJe00,Jeff Kemp,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KempJe00,Jeff Kemp,QB,1983,24,RAM,NFL,QB,4,0,3,-2,0,0,0.0,,-0.7,-0.5,0.8,0,0,0,0,0,0.0,0.0,3,-0.7,-2,0,2,
KempJe00,Jeff Kemp,QB,1984,25,RAM,NFL,QB,14,13,34,153,1,13,52.9,23,4.5,10.9,2.4,0,0,0,0,0,0.0,0.0,34,4.5,153,1,8,
KempJe00,Jeff Kemp,QB,1985,26,RAM,NFL,QB,5,1,5,0,0,1,20.0,,0.0,0.0,1.0,0,0,0,0,0,0.0,0.0,5,0.0,0,0,2,
KempJe00,Jeff Kemp,QB,1986,27,SFO,NFL,QB,10,6,15,49,0,4,33.3,12,3.3,4.9,1.5,0,0,0,0,0,0.0,0.0,15,3.3,49,0,3,
KempJe00,Jeff Kemp,QB,1987,28,SEA,NFL,QB,13,1,5,9,0,1,20.0,12,1.8,0.7,0.4,0,0,0,0,0,0.0,0.0,5,1.8,9,0,2,
KempJe00,Jeff Kemp,QB,1988,29,SEA,NFL,QB,11,1,6,51,0,3,66.7,21,8.5,4.6,0.5,0,0,0,0,0,0.0,0.0,6,8.5,51,0,0,
KempJe00,Jeff Kemp,QB,1989,30,SEA,NFL,QB,9,0,1,0,0,0,0.0,,0.0,0.0,0.1,0,0,0,0,0,0.0,0.0,1,0.0,0,0,1,
KempJe00,Jeff Kemp,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KempJe00,Jeff Kemp,QB,1991,32,2TM,NFL,QB,14,7,38,179,0,11,44.7,18,4.7,12.8,2.7,0,0,0,0,0,0.0,0.0,38,4.7,179,0,5,
KempJe00,Jeff Kemp,QB,1991,32,SEA,NFL,QB,7,5,22,106,0,7,40.9,18,4.8,15.1,3.1,0,0,0,0,0,0.0,0.0,22,4.8,106,0,5,
KempJe00,Jeff Kemp,QB,1991,32,PHI,NFL,QB,7,2,16,73,0,4,50.0,18,4.6,10.4,2.3,0,0,0,0,0,0.0,0.0,16,4.6,73,0,0,
